0.22222216,0.62499994,0.06779658,0.04166667,1.0
0.02777775,0.41666663,0.050847463,0.04166667,1.0
0.6111111,0.33333328,0.6101694,0.5833333,2.0
0.5833333,0.37500003,0.55932206,0.49999997,2.0
0.6944444,0.33333328,0.6440678,0.5416666,2.0
0.3333333,0.16666669,0.47457626,0.41666666,2.0
0.5833333,0.5,0.7288136,0.9166667,3.0
0.5555556,0.29166666,0.66101694,0.7083333,3.0
0.94444436,0.41666663,0.86440676,0.9166667,3.0
0.083333254,0.45833325,0.08474577,0.04166667,1.0
0.30555555,0.7916666,0.050847463,0.12499997,1.0
0.1388889,0.45833325,0.10169489,0.04166667,1.0
0.19444442,0.62499994,0.10169489,0.20833333,1.0
0.24999991,0.29166666,0.4915254,0.5416666,2.0
0.19444442,0.0,0.4237288,0.375,2.0
0.66666657,0.45833325,0.6271186,0.5833333,2.0
0.36111104,0.41666663,0.5254237,0.49999997,2.0
0.3888888,0.20833331,0.67796606,0.79166675,3.0
0.49999994,0.41666663,0.66101694,0.7083333,3.0
0.5555556,0.20833331,0.67796606,0.75,3.0
0.6111111,0.41666663,0.71186435,0.79166675,3.0
0.083333254,0.5833333,0.06779658,0.08333334,1.0
0.1388889,0.5833333,0.10169489,0.04166667,1.0
0.22222216,0.62499994,0.06779658,0.08333334,1.0
0.47222218,0.083333336,0.5084746,0.375,2.0
0.3888888,0.41666663,0.5423728,0.45833334,2.0
0.19444442,0.66666657,0.06779658,0.04166667,1.0
0.02777775,0.37500003,0.06779658,0.04166667,1.0
0.3888888,0.7499999,0.11864408,0.08333334,1.0
0.16666667,0.16666669,0.38983047,0.375,2.0
0.36111104,0.41666663,0.5932203,0.5833333,2.0
0.3333333,0.20833331,0.5084746,0.49999997,2.0
0.5277777,0.37500003,0.55932206,0.49999997,2.0
0.66666657,0.20833331,0.81355935,0.7083333,3.0
0.6111111,0.5,0.69491524,0.79166675,3.0
0.36111104,0.33333328,0.66101694,0.79166675,3.0
0.44444445,0.41666663,0.69491524,0.7083333,3.0
0.5833333,0.5,0.5932203,0.5833333,2.0
0.5555556,0.20833331,0.66101694,0.5833333,2.0
0.49999994,0.33333328,0.6271186,0.45833334,2.0
0.49999994,0.41666663,0.6101694,0.5416666,2.0
0.5833333,0.33333328,0.77966094,0.87500006,3.0
0.47222218,0.41666663,0.6440678,0.7083333,3.0
0.6944444,0.5,0.8305085,0.9166667,3.0
0.16666667,0.45833325,0.08474577,0.0,1.0
0.24999991,0.5833333,0.06779658,0.04166667,1.0
0.3888888,0.33333328,0.5932203,0.49999997,2.0
0.5555556,0.5416666,0.6271186,0.625,2.0
0.63888884,0.37500003,0.6101694,0.49999997,2.0
0.49999994,0.37500003,0.6271186,0.5416666,2.0
0.4166667,0.29166666,0.5254237,0.375,2.0
0.63888884,0.41666663,0.5762712,0.5416666,2.0
0.5555556,0.124999955,0.5762712,0.49999997,2.0
0.4166667,0.29166666,0.69491524,0.75,3.0
0.77777773,0.41666663,0.8305085,0.83333325,3.0
1.0,0.7499999,0.91525424,0.79166675,3.0
0.7222222,0.45833325,0.69491524,0.9166667,3.0
0.66666657,0.5416666,0.79661006,1.0,3.0
0.22222216,0.7499999,0.08474577,0.08333334,1.0
0.1388889,0.5833333,0.15254235,0.04166667,1.0
0.19444442,0.5833333,0.10169489,0.12499997,1.0
0.19444442,0.5,0.03389831,0.04166667,1.0
0.3333333,0.62499994,0.050847463,0.04166667,1.0
0.0555555,0.124999955,0.050847463,0.08333334,1.0
0.3333333,0.124999955,0.5084746,0.49999997,2.0
0.47222218,0.5833333,0.5932203,0.625,2.0
0.6111111,0.41666663,0.81355935,0.87500006,3.0
0.6944444,0.41666663,0.7627118,0.83333325,3.0
0.4166667,0.33333328,0.69491524,0.95833343,3.0
0.7222222,0.5,0.79661006,0.9166667,3.0
0.66666657,0.5416666,0.79661006,0.83333325,3.0
0.5833333,0.33333328,0.77966094,0.83333325,3.0
0.8611111,0.33333328,0.86440676,0.75,3.0
0.7222222,0.45833325,0.7457627,0.83333325,3.0
0.16666667,0.41666663,0.06779658,0.04166667,1.0
0.0,0.41666663,0.016949119,0.0,1.0
0.24999991,0.62499994,0.08474577,0.04166667,1.0
0.24999991,0.87499994,0.08474577,0.0,1.0
0.66666657,0.45833325,0.5762712,0.5416666,2.0
0.91666657,0.41666663,0.9491525,0.83333325,3.0
0.5833333,0.29166666,0.7288136,0.75,3.0
0.80555546,0.41666663,0.81355935,0.625,3.0
0.5555556,0.5833333,0.77966094,0.95833343,3.0
0.3888888,1.0,0.08474577,0.12499997,1.0
0.083333254,0.66666657,0.0,0.04166667,1.0
0.22222216,0.5416666,0.11864408,0.16666666,1.0
0.02777775,0.5,0.050847463,0.04166667,1.0
0.19444442,0.5416666,0.06779658,0.04166667,1.0
0.75,0.5,0.6271186,0.5416666,2.0
0.36111104,0.37500003,0.44067794,0.49999997,2.0
0.94444436,0.33333328,0.9661017,0.79166675,3.0
0.4166667,0.29166666,0.69491524,0.75,3.0
0.30555555,0.7916666,0.11864408,0.12499997,1.0
0.22222216,0.70833325,0.08474577,0.12499997,1.0
0.3333333,0.91666645,0.06779658,0.04166667,1.0
0.36111104,0.20833331,0.4915254,0.41666666,2.0
0.44444445,0.5,0.6440678,0.7083333,2.0
0.3888888,0.24999994,0.4237288,0.375,2.0
0.16666667,0.20833331,0.5932203,0.66666675,3.0
0.49999994,0.24999994,0.77966094,0.5416666,3.0
0.66666657,0.45833325,0.77966094,0.95833343,3.0
0.111111,0.5,0.050847463,0.04166667,1.0
0.30555555,0.5833333,0.11864408,0.04166667,1.0
0.22222216,0.5833333,0.08474577,0.04166667,1.0
0.22222216,0.7499999,0.10169489,0.04166667,1.0
0.5277777,0.083333336,0.5932203,0.5833333,2.0
0.4166667,0.29166666,0.4915254,0.45833334,2.0
0.47222218,0.29166666,0.69491524,0.625,2.0
0.22222216,0.20833331,0.33898303,0.41666666,2.0
0.47222218,0.083333336,0.67796606,0.5833333,3.0
0.19444442,0.5833333,0.08474577,0.04166667,1.0
0.1388889,0.41666663,0.06779658,0.0,1.0
0.111111,0.5,0.10169489,0.04166667,1.0
0.16666667,0.45833325,0.08474577,0.04166667,1.0
0.19444442,0.62499994,0.050847463,0.08333334,1.0
0.22222216,0.7499999,0.15254235,0.12499997,1.0
0.2777778,0.70833325,0.08474577,0.04166667,1.0
0.49999994,0.33333328,0.5084746,0.49999997,2.0
0.19444442,0.124999955,0.38983047,0.375,2.0
0.3888888,0.37500003,0.5423728,0.49999997,2.0
0.5555556,0.37500003,0.77966094,0.7083333,3.0
0.80555546,0.66666657,0.86440676,1.0,3.0
0.94444436,0.24999994,1.0,0.9166667,3.0
0.80555546,0.5,0.84745765,0.7083333,3.0
0.30555555,0.70833325,0.08474577,0.04166667,1.0
0.4166667,0.83333325,0.03389831,0.04166667,1.0
0.44444445,0.41666663,0.5423728,0.5833333,2.0
0.30555555,0.41666663,0.5932203,0.5833333,2.0
0.36111104,0.29166666,0.5423728,0.49999997,2.0
